raw_token_id	raw_token	frequency	nfc_search_key	casefold_search_key	unicode_char_length	semantic_status	interpretive_status
R000025	essays.	1	essays.	essays.	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000026	following	1	following	following	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000027	for	1	for	for	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000028	in	1	in	in	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000029	Istanbul	1	Istanbul	istanbul	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000030	Komele	1	Komele	komele	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000031	KORPUSA	1	KORPUSA	korpusa	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000032	Korpusa	1	Korpusa	korpusa	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000033	Kurd	1	Kurd	kurd	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000034	Kurdish	2	Kurdish	kurdish	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000035	Kurdish-Ottoman	1	Kurdish-Ottoman	kurdish-ottoman	15	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000036	KÜRD	1	KÜRD	kürd	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000037	language	1	language	language	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000038	legal	1	legal	legal	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000039	M.	1	M.	m.	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000040	Mutual	1	Mutual	mutual	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000041	Naveroka	1	Naveroka	naveroka	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000042	of	2	of	of	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000043	official	1	official	official	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000044	on	1	on	on	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000045	organ	1	organ	organ	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000046	periodical	1	periodical	periodical	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000047	political	1	political	political	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000048	Progress	1	Progress	progress	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000049	Published	1	Published	published	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000050	Pêrist	1	Pêrist	pêrist	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000051	Pêşveçûna	1	Pêşveçûna	pêşveçûna	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000052	reform,	1	reform,	reform,	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000053	revival.	1	revival.	revival.	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000054	revolution,	1	revolution,	revolution,	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000055	ROJNAMEYA	1	ROJNAMEYA	rojnameya	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000056	Rojnameya	1	Rojnameya	rojnameya	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000057	Society	1	Society	society	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000058	Sociolinguistic	1	Sociolinguistic	sociolinguistic	15	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000059	Table	1	Table	table	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000060	Taybetmendiyên	1	Taybetmendiyên	taybetmendiyên	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000061	TEAVÜN	1	TEAVÜN	teavün	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000062	TERAKKÎ	1	TERAKKÎ	terakkî	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000063	terminology.	1	terminology.	terminology.	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000064	the	3	the	the	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000065	this	1	this	this	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000066	VE	1	VE	ve	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000067	was	1	was	was	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000068	Zimanî	1	Zimanî	zimanî	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000069	|	1	|	|	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000070	Çapa	1	Çapa	çapa	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000071	Çavkanî	1	Çavkanî	çavkanî	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000072	û	4	û	û	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
