raw_token_id	raw_token	frequency	nfc_search_key	casefold_search_key	unicode_char_length	semantic_status	interpretive_status
R000066	Table	1	Table	table	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000067	Tarihî	1	Tarihî	tarihî	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000068	Taybetmendiyên	1	Taybetmendiyên	taybetmendiyên	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000069	Tedkikat	1	Tedkikat	tedkikat	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000070	terminology	1	terminology	terminology	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000071	toponyms	1	toponyms	toponyms	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000072	tribal	2	tribal	tribal	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000073	tribes,	1	tribes,	tribes,	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000074	Umumiyesi	1	Umumiyesi	umumiyesi	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000075	ve	2	ve	ve	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000076	written	1	written	written	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000077	Zimanî	1	Zimanî	zimanî	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000078	|	1	|	|	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000079	Çapa	1	Çapa	çapa	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000080	Çavkanî	1	Çavkanî	çavkanî	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000081	Û	1	Û	û	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000082	û	2	û	û	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
