entry_id	surface_form	nfc_search_key	casefold_search_key	frequency	document_part_count	document_parts	first_locator	last_locator	sample_locators	first_context	container_initial_count	container_final_count	top_left_neighbors	top_right_neighbors	unicode_char_length	exact_character_sequence	first_char	last_char	first_two_chars	last_two_chars	casefold_surface_relatives	semantic_status	interpretive_status	corpus_scope_status	notes
W000027	Enstîtuya	Enstîtuya	enstîtuya	1	1	BODY	BODY-P000002-W00004	BODY-P000002-W00004	BODY-P000002-W00004	Kovara Taybet a Enstîtuya Kurdî ya Parîsê li ser Termînolojî û Rêzimana Kurmancî (1987-2010)	0	0	a::1	Kurdî::1	9	E n s t î t u y a	E	a	En	ya		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000028	examination	examination	examination	1	1	BODY	BODY-P000012-W00003	BODY-P000012-W00003	BODY-P000012-W00003	3. Deep examination of construct linkers (Izafe), verbal transitivity, causative derivations, and passive morphology.	0	0	Deep::1	of::1	11	e x a m i n a t i o n	e	n	ex	on		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000029	Extensive	Extensive	extensive	1	1	BODY	BODY-P000010-W00002	BODY-P000010-W00002	BODY-P000010-W00002	1. Extensive dialectal comparison across Botan, Behdînan, Serhed, Tor, Rojava, and Khorasan.	0	0	1::1	dialectal::1	9	E x t e n s i v e	E	e	Ex	ve		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000030	from	from	from	1	1	BODY	BODY-P000008-W00015	BODY-P000008-W00015	BODY-P000008-W00015	Kovara Kurmancî is the specialized linguistic periodical published by the Kurdish Institute of Paris from 1987 to 2010 across 47 issues, dedicated to Kurdish linguistic standardization, grammatical terminology, lexicography, and dialectal harmonization.	0	0	Paris::1	1987::1	4	f r o m	f	m	fr	om		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000031	grammatical	grammatical	grammatical	2	1	BODY	BODY-P000008-W00027	BODY-P000011-W00007	BODY-P000008-W00027 | BODY-P000011-W00007	Kovara Kurmancî is the specialized linguistic periodical published by the Kurdish Institute of Paris from 1987 to 2010 across 47 issues, dedicated to Kurdish linguistic standardization, grammatical terminology, lexicography, and dialectal harmonization.	0	0	standardization::1 | medical::1	terminology::1 | botanical::1	11	g r a m m a t i c a l	g	l	gr	al		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000032	harmonization	harmonization	harmonization	1	1	BODY	BODY-P000008-W00032	BODY-P000008-W00032	BODY-P000008-W00032	Kovara Kurmancî is the specialized linguistic periodical published by the Kurdish Institute of Paris from 1987 to 2010 across 47 issues, dedicated to Kurdish linguistic standardization, grammatical terminology, lexicography, and dialectal harmonization.	0	1	dialectal::1		13	h a r m o n i z a t i o n	h	n	ha	on		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000033	HEJMARÊN	HEJMARÊN	hejmarên	1	1	BODY	BODY-P000001-W00004	BODY-P000001-W00004	BODY-P000001-W00004	KORPUSA KOVARA KURMANCÎ (HEJMARÊN 1-47)	0	0	KURMANCÎ::1	1-47::1	8	H E J M A R Ê N	H	N	HE	ÊN		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000034	in	in	in	1	1	BODY	BODY-P000011-W00012	BODY-P000011-W00012	BODY-P000011-W00012	2. Systematic development of scientific, medical, grammatical, botanical, and legal terminology in Kurmanji.	0	0	terminology::1	Kurmanji::1	2	i n	i	n	in	in		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000035	Institute	Institute	institute	1	1	BODY	BODY-P000008-W00012	BODY-P000008-W00012	BODY-P000008-W00012	Kovara Kurmancî is the specialized linguistic periodical published by the Kurdish Institute of Paris from 1987 to 2010 across 47 issues, dedicated to Kurdish linguistic standardization, grammatical terminology, lexicography, and dialectal harmonization.	0	0	Kurdish::1	of::1	9	I n s t i t u t e	I	e	In	te		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000036	is	is	is	1	1	BODY	BODY-P000008-W00003	BODY-P000008-W00003	BODY-P000008-W00003	Kovara Kurmancî is the specialized linguistic periodical published by the Kurdish Institute of Paris from 1987 to 2010 across 47 issues, dedicated to Kurdish linguistic standardization, grammatical terminology, lexicography, and dialectal harmonization.	0	0	Kurmancî::1	the::1	2	i s	i	s	is	is		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000037	issues	issues	issues	1	1	BODY	BODY-P000008-W00021	BODY-P000008-W00021	BODY-P000008-W00021	Kovara Kurmancî is the specialized linguistic periodical published by the Kurdish Institute of Paris from 1987 to 2010 across 47 issues, dedicated to Kurdish linguistic standardization, grammatical terminology, lexicography, and dialectal harmonization.	0	0	47::1	dedicated::1	6	i s s u e s	i	s	is	es		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000038	Izafe	Izafe	izafe	1	1	BODY	BODY-P000012-W00007	BODY-P000012-W00007	BODY-P000012-W00007	3. Deep examination of construct linkers (Izafe), verbal transitivity, causative derivations, and passive morphology.	0	0	linkers::1	verbal::1	5	I z a f e	I	e	Iz	fe		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000039	Khorasan	Khorasan	khorasan	1	1	BODY	BODY-P000010-W00012	BODY-P000010-W00012	BODY-P000010-W00012	1. Extensive dialectal comparison across Botan, Behdînan, Serhed, Tor, Rojava, and Khorasan.	0	1	and::1		8	K h o r a s a n	K	n	Kh	an		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000040	KORPUSA	KORPUSA	korpusa	1	1	BODY	BODY-P000001-W00001	BODY-P000001-W00001	BODY-P000001-W00001	KORPUSA KOVARA KURMANCÎ (HEJMARÊN 1-47)	1	0		KOVARA::1	7	K O R P U S A	K	A	KO	SA	Korpusa	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000041	Korpusa	Korpusa	korpusa	1	1	BODY	BODY-P000007-W00005	BODY-P000007-W00005	BODY-P000007-W00005	1. Danasîn û Naveroka Korpusa Dîrokî	0	0	Naveroka::1	Dîrokî::1	7	K o r p u s a	K	a	Ko	sa	KORPUSA	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000042	KOVARA	KOVARA	kovara	1	1	BODY	BODY-P000001-W00002	BODY-P000001-W00002	BODY-P000001-W00002	KORPUSA KOVARA KURMANCÎ (HEJMARÊN 1-47)	0	0	KORPUSA::1	KURMANCÎ::1	6	K O V A R A	K	A	KO	RA	Kovara	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000043	Kovara	Kovara	kovara	2	1	BODY	BODY-P000002-W00001	BODY-P000008-W00001	BODY-P000002-W00001 | BODY-P000008-W00001	Kovara Taybet a Enstîtuya Kurdî ya Parîsê li ser Termînolojî û Rêzimana Kurmancî (1987-2010)	2	0		Taybet::1 | Kurmancî::1	6	K o v a r a	K	a	Ko	ra	KOVARA	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000044	Kurdish	Kurdish	kurdish	2	1	BODY	BODY-P000008-W00011	BODY-P000008-W00024	BODY-P000008-W00011 | BODY-P000008-W00024	Kovara Kurmancî is the specialized linguistic periodical published by the Kurdish Institute of Paris from 1987 to 2010 across 47 issues, dedicated to Kurdish linguistic standardization, grammatical terminology, lexicography, and dialectal harmonization.	0	0	the::1 | to::1	Institute::1 | linguistic::1	7	K u r d i s h	K	h	Ku	sh		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000045	Kurdî	Kurdî	kurdî	1	1	BODY	BODY-P000002-W00005	BODY-P000002-W00005	BODY-P000002-W00005	Kovara Taybet a Enstîtuya Kurdî ya Parîsê li ser Termînolojî û Rêzimana Kurmancî (1987-2010)	0	0	Enstîtuya::1	ya::1	5	K u r d î	K	î	Ku	dî		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000046	KURMANCÎ	KURMANCÎ	kurmancî	1	1	BODY	BODY-P000001-W00003	BODY-P000001-W00003	BODY-P000001-W00003	KORPUSA KOVARA KURMANCÎ (HEJMARÊN 1-47)	0	0	KOVARA::1	HEJMARÊN::1	8	K U R M A N C Î	K	Î	KU	CÎ	Kurmancî	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000047	Kurmancî	Kurmancî	kurmancî	2	1	BODY	BODY-P000002-W00013	BODY-P000008-W00002	BODY-P000002-W00013 | BODY-P000008-W00002	Kovara Taybet a Enstîtuya Kurdî ya Parîsê li ser Termînolojî û Rêzimana Kurmancî (1987-2010)	0	0	Rêzimana::1 | Kovara::1	1987-2010::1 | is::1	8	K u r m a n c î	K	î	Ku	cî	KURMANCÎ	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000048	Kurmanji	Kurmanji	kurmanji	1	1	BODY	BODY-P000011-W00013	BODY-P000011-W00013	BODY-P000011-W00013	2. Systematic development of scientific, medical, grammatical, botanical, and legal terminology in Kurmanji.	0	1	in::1		8	K u r m a n j i	K	i	Ku	ji		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000049	legal	legal	legal	1	1	BODY	BODY-P000011-W00010	BODY-P000011-W00010	BODY-P000011-W00010	2. Systematic development of scientific, medical, grammatical, botanical, and legal terminology in Kurmanji.	0	0	and::1	terminology::1	5	l e g a l	l	l	le	al		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000050	lexicography	lexicography	lexicography	1	1	BODY	BODY-P000008-W00029	BODY-P000008-W00029	BODY-P000008-W00029	Kovara Kurmancî is the specialized linguistic periodical published by the Kurdish Institute of Paris from 1987 to 2010 across 47 issues, dedicated to Kurdish linguistic standardization, grammatical terminology, lexicography, and dialectal harmonization.	0	0	terminology::1	and::1	12	l e x i c o g r a p h y	l	y	le	hy		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000051	li	li	li	1	1	BODY	BODY-P000002-W00008	BODY-P000002-W00008	BODY-P000002-W00008	Kovara Taybet a Enstîtuya Kurdî ya Parîsê li ser Termînolojî û Rêzimana Kurmancî (1987-2010)	0	0	Parîsê::1	ser::1	2	l i	l	i	li	li		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000052	linguistic	linguistic	linguistic	2	1	BODY	BODY-P000008-W00006	BODY-P000008-W00025	BODY-P000008-W00006 | BODY-P000008-W00025	Kovara Kurmancî is the specialized linguistic periodical published by the Kurdish Institute of Paris from 1987 to 2010 across 47 issues, dedicated to Kurdish linguistic standardization, grammatical terminology, lexicography, and dialectal harmonization.	0	0	specialized::1 | Kurdish::1	periodical::1 | standardization::1	10	l i n g u i s t i c	l	c	li	ic		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000053	linkers	linkers	linkers	1	1	BODY	BODY-P000012-W00006	BODY-P000012-W00006	BODY-P000012-W00006	3. Deep examination of construct linkers (Izafe), verbal transitivity, causative derivations, and passive morphology.	0	0	construct::1	Izafe::1	7	l i n k e r s	l	s	li	rs		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000054	medical	medical	medical	1	1	BODY	BODY-P000011-W00006	BODY-P000011-W00006	BODY-P000011-W00006	2. Systematic development of scientific, medical, grammatical, botanical, and legal terminology in Kurmanji.	0	0	scientific::1	grammatical::1	7	m e d i c a l	m	l	me	al		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000055	morphology	morphology	morphology	1	1	BODY	BODY-P000012-W00014	BODY-P000012-W00014	BODY-P000012-W00014	3. Deep examination of construct linkers (Izafe), verbal transitivity, causative derivations, and passive morphology.	0	1	passive::1		10	m o r p h o l o g y	m	y	mo	gy		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000056	Naveroka	Naveroka	naveroka	1	1	BODY	BODY-P000007-W00004	BODY-P000007-W00004	BODY-P000007-W00004	1. Danasîn û Naveroka Korpusa Dîrokî	0	0	û::1	Korpusa::1	8	N a v e r o k a	N	a	Na	ka		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000057	of	of	of	4	1	BODY	BODY-P000004-W00002	BODY-P000012-W00004	BODY-P000004-W00002 | BODY-P000008-W00013 | BODY-P000011-W00004 | BODY-P000012-W00004	Table of Contents / Pêrist	0	0	Table::1 | Institute::1 | development::1 | examination::1	Contents::1 | Paris::1 | scientific::1 | construct::1	2	o f	o	f	of	of		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000058	Paris	Paris	paris	1	1	BODY	BODY-P000008-W00014	BODY-P000008-W00014	BODY-P000008-W00014	Kovara Kurmancî is the specialized linguistic periodical published by the Kurdish Institute of Paris from 1987 to 2010 across 47 issues, dedicated to Kurdish linguistic standardization, grammatical terminology, lexicography, and dialectal harmonization.	0	0	of::1	from::1	5	P a r i s	P	s	Pa	is		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000059	Parîsê	Parîsê	parîsê	1	1	BODY	BODY-P000002-W00007	BODY-P000002-W00007	BODY-P000002-W00007	Kovara Taybet a Enstîtuya Kurdî ya Parîsê li ser Termînolojî û Rêzimana Kurmancî (1987-2010)	0	0	ya::1	li::1	6	P a r î s ê	P	ê	Pa	sê		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000060	passive	passive	passive	1	1	BODY	BODY-P000012-W00013	BODY-P000012-W00013	BODY-P000012-W00013	3. Deep examination of construct linkers (Izafe), verbal transitivity, causative derivations, and passive morphology.	0	0	and::1	morphology::1	7	p a s s i v e	p	e	pa	ve		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000061	periodical	periodical	periodical	1	1	BODY	BODY-P000008-W00007	BODY-P000008-W00007	BODY-P000008-W00007	Kovara Kurmancî is the specialized linguistic periodical published by the Kurdish Institute of Paris from 1987 to 2010 across 47 issues, dedicated to Kurdish linguistic standardization, grammatical terminology, lexicography, and dialectal harmonization.	0	0	linguistic::1	published::1	10	p e r i o d i c a l	p	l	pe	al		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000062	published	published	published	1	1	BODY	BODY-P000008-W00008	BODY-P000008-W00008	BODY-P000008-W00008	Kovara Kurmancî is the specialized linguistic periodical published by the Kurdish Institute of Paris from 1987 to 2010 across 47 issues, dedicated to Kurdish linguistic standardization, grammatical terminology, lexicography, and dialectal harmonization.	0	0	periodical::1	by::1	9	p u b l i s h e d	p	d	pu	ed		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000063	Pêrist	Pêrist	pêrist	1	1	BODY	BODY-P000004-W00004	BODY-P000004-W00004	BODY-P000004-W00004	Table of Contents / Pêrist	0	1	Contents::1		6	P ê r i s t	P	t	Pê	st		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
