entry_id	surface_form	nfc_search_key	casefold_search_key	frequency	document_part_count	document_parts	first_locator	last_locator	sample_locators	first_context	container_initial_count	container_final_count	top_left_neighbors	top_right_neighbors	unicode_char_length	exact_character_sequence	first_char	last_char	first_two_chars	last_two_chars	casefold_surface_relatives	semantic_status	interpretive_status	corpus_scope_status	notes
W000011	CIVATA	CIVATA	civata	1	1	BODY	BODY-P000001-W00006	BODY-P000001-W00006	BODY-P000001-W00006	KORPUSA KOVARA ROJÎ KURD (1913) - CIVATA TELEBEYÊ KURDAN (HÊVÎ)	0	0	1913::1	TELEBEYÊ::1	6	C I V A T A	C	A	CI	TA		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000012	comparative	comparative	comparative	1	1	BODY	BODY-P000011-W00003	BODY-P000011-W00003	BODY-P000011-W00003	2. Early comparative dialectology featuring both Kurmanji and Sorani texts.	0	0	Early::1	dialectology::1	11	c o m p a r a t i v e	c	e	co	ve		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000013	Contents	Contents	contents	1	1	BODY	BODY-P000004-W00003	BODY-P000004-W00003	BODY-P000004-W00003	Table of Contents / Pêrist	0	0	of::1	Pêrist::1	8	C o n t e n t s	C	s	Co	ts		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000014	Danasîn	Danasîn	danasîn	1	1	BODY	BODY-P000007-W00002	BODY-P000007-W00002	BODY-P000007-W00002	1. Danasîn û Naveroka Korpusa Dîrokî	0	0	1::1	û::1	7	D a n a s î n	D	n	Da	în		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000015	Day	Day	day	1	1	BODY	BODY-P000008-W00006	BODY-P000008-W00006	BODY-P000008-W00006	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	Sun::1	was::1	3	D a y	D	y	Da	ay		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000016	dialectology	dialectology	dialectology	1	1	BODY	BODY-P000011-W00004	BODY-P000011-W00004	BODY-P000011-W00004	2. Early comparative dialectology featuring both Kurmanji and Sorani texts.	0	0	comparative::1	featuring::1	12	d i a l e c t o l o g y	d	y	di	gy		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000017	Dîrokî	Dîrokî	dîrokî	1	1	BODY	BODY-P000007-W00006	BODY-P000007-W00006	BODY-P000007-W00006	1. Danasîn û Naveroka Korpusa Dîrokî	0	1	Korpusa::1		6	D î r o k î	D	î	Dî	kî		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000018	Early	Early	early	1	1	BODY	BODY-P000011-W00002	BODY-P000011-W00002	BODY-P000011-W00002	2. Early comparative dialectology featuring both Kurmanji and Sorani texts.	0	0	2::1	comparative::1	5	E a r l y	E	y	Ea	ly		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000019	Emîn	Emîn	emîn	1	1	BODY	BODY-P000002-W00009	BODY-P000002-W00009	BODY-P000002-W00009	Kovara Xwendekarên Kurd li Stembolê (1913) | Çapa M. Emîn Bozarslan	0	0	M::1	Bozarslan::1	4	E m î n	E	n	Em	în		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000020	essays	essays	essays	1	1	BODY	BODY-P000010-W00006	BODY-P000010-W00006	BODY-P000010-W00006	1. Student and youth intellectual essays promoting language preservation and scientific literacy.	0	0	intellectual::1	promoting::1	6	e s s a y s	e	s	es	ys		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000021	featuring	featuring	featuring	2	1	BODY	BODY-P000008-W00020	BODY-P000011-W00005	BODY-P000008-W00020 | BODY-P000011-W00005	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	Hope::1 | dialectology::1	Kurmanji::1 | both::1	9	f e a t u r i n g	f	g	fe	ng		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000022	Hope	Hope	hope	1	1	BODY	BODY-P000008-W00019	BODY-P000008-W00019	BODY-P000008-W00019	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	Hêvî::1	featuring::1	4	H o p e	H	e	Ho	pe		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000023	HÊVÎ	HÊVÎ	hêvî	1	1	BODY	BODY-P000001-W00009	BODY-P000001-W00009	BODY-P000001-W00009	KORPUSA KOVARA ROJÎ KURD (1913) - CIVATA TELEBEYÊ KURDAN (HÊVÎ)	0	1	KURDAN::1		4	H Ê V Î	H	Î	HÊ	VÎ	Hêvî	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000024	Hêvî	Hêvî	hêvî	1	1	BODY	BODY-P000008-W00018	BODY-P000008-W00018	BODY-P000008-W00018	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	Association::1	Hope::1	4	H ê v î	H	î	Hê	vî	HÊVÎ	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000025	in	in	in	2	1	BODY	BODY-P000008-W00009	BODY-P000008-W00011	BODY-P000008-W00009 | BODY-P000008-W00011	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	published::1 | 1913::1	1913::1 | Istanbul::1	2	i n	i	n	in	in		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000026	intellectual	intellectual	intellectual	1	1	BODY	BODY-P000010-W00005	BODY-P000010-W00005	BODY-P000010-W00005	1. Student and youth intellectual essays promoting language preservation and scientific literacy.	0	0	youth::1	essays::1	12	i n t e l l e c t u a l	i	l	in	al		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000027	Istanbul	Istanbul	istanbul	1	1	BODY	BODY-P000008-W00012	BODY-P000008-W00012	BODY-P000008-W00012	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	in::1	by::1	8	I s t a n b u l	I	l	Is	ul		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000028	KORPUSA	KORPUSA	korpusa	1	1	BODY	BODY-P000001-W00001	BODY-P000001-W00001	BODY-P000001-W00001	KORPUSA KOVARA ROJÎ KURD (1913) - CIVATA TELEBEYÊ KURDAN (HÊVÎ)	1	0		KOVARA::1	7	K O R P U S A	K	A	KO	SA	Korpusa	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000029	Korpusa	Korpusa	korpusa	1	1	BODY	BODY-P000007-W00005	BODY-P000007-W00005	BODY-P000007-W00005	1. Danasîn û Naveroka Korpusa Dîrokî	0	0	Naveroka::1	Dîrokî::1	7	K o r p u s a	K	a	Ko	sa	KORPUSA	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000030	KOVARA	KOVARA	kovara	1	1	BODY	BODY-P000001-W00002	BODY-P000001-W00002	BODY-P000001-W00002	KORPUSA KOVARA ROJÎ KURD (1913) - CIVATA TELEBEYÊ KURDAN (HÊVÎ)	0	0	KORPUSA::1	ROJÎ::1	6	K O V A R A	K	A	KO	RA	Kovara	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000031	Kovara	Kovara	kovara	1	1	BODY	BODY-P000002-W00001	BODY-P000002-W00001	BODY-P000002-W00001	Kovara Xwendekarên Kurd li Stembolê (1913) | Çapa M. Emîn Bozarslan	1	0		Xwendekarên::1	6	K o v a r a	K	a	Ko	ra	KOVARA	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000032	KURD	KURD	kurd	1	1	BODY	BODY-P000001-W00004	BODY-P000001-W00004	BODY-P000001-W00004	KORPUSA KOVARA ROJÎ KURD (1913) - CIVATA TELEBEYÊ KURDAN (HÊVÎ)	0	0	ROJÎ::1	1913::1	4	K U R D	K	D	KU	RD	Kurd	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000033	Kurd	Kurd	kurd	2	1	BODY	BODY-P000002-W00003	BODY-P000008-W00002	BODY-P000002-W00003 | BODY-P000008-W00002	Kovara Xwendekarên Kurd li Stembolê (1913) | Çapa M. Emîn Bozarslan	0	0	Xwendekarên::1 | Rojî::1	li::1 | The::1	4	K u r d	K	d	Ku	rd	KURD	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000034	KURDAN	KURDAN	kurdan	1	1	BODY	BODY-P000001-W00008	BODY-P000001-W00008	BODY-P000001-W00008	KORPUSA KOVARA ROJÎ KURD (1913) - CIVATA TELEBEYÊ KURDAN (HÊVÎ)	0	0	TELEBEYÊ::1	HÊVÎ::1	6	K U R D A N	K	N	KU	AN		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000035	Kurdish	Kurdish	kurdish	3	1	BODY	BODY-P000008-W00004	BODY-P000008-W00024	BODY-P000008-W00004 | BODY-P000008-W00015 | BODY-P000008-W00024	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	The::1 | the::1 | Sorani::1	Sun::1 | Student::1 | articles::1	7	K u r d i s h	K	h	Ku	sh		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000036	Kurmanji	Kurmanji	kurmanji	2	1	BODY	BODY-P000008-W00021	BODY-P000011-W00007	BODY-P000008-W00021 | BODY-P000011-W00007	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	featuring::1 | both::1	and::2	8	K u r m a n j i	K	i	Ku	ji		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000037	language	language	language	1	1	BODY	BODY-P000010-W00008	BODY-P000010-W00008	BODY-P000010-W00008	1. Student and youth intellectual essays promoting language preservation and scientific literacy.	0	0	promoting::1	preservation::1	8	l a n g u a g e	l	e	la	ge		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000038	li	li	li	1	1	BODY	BODY-P000002-W00004	BODY-P000002-W00004	BODY-P000002-W00004	Kovara Xwendekarên Kurd li Stembolê (1913) | Çapa M. Emîn Bozarslan	0	0	Kurd::1	Stembolê::1	2	l i	l	i	li	li		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000039	literacy	literacy	literacy	1	1	BODY	BODY-P000010-W00012	BODY-P000010-W00012	BODY-P000010-W00012	1. Student and youth intellectual essays promoting language preservation and scientific literacy.	0	1	scientific::1		8	l i t e r a c y	l	y	li	cy		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000040	M	M	m	1	1	BODY	BODY-P000002-W00008	BODY-P000002-W00008	BODY-P000002-W00008	Kovara Xwendekarên Kurd li Stembolê (1913) | Çapa M. Emîn Bozarslan	0	0	Çapa::1	Emîn::1	1	M	M	M	M	M		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000041	National	National	national	1	1	BODY	BODY-P000012-W00002	BODY-P000012-W00002	BODY-P000012-W00002	3. National and romantic poetry.	0	0	3::1	and::1	8	N a t i o n a l	N	l	Na	al		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000042	Naveroka	Naveroka	naveroka	1	1	BODY	BODY-P000007-W00004	BODY-P000007-W00004	BODY-P000007-W00004	1. Danasîn û Naveroka Korpusa Dîrokî	0	0	û::1	Korpusa::1	8	N a v e r o k a	N	a	Na	ka		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000043	of	of	of	1	1	BODY	BODY-P000004-W00002	BODY-P000004-W00002	BODY-P000004-W00002	Table of Contents / Pêrist	0	0	Table::1	Contents::1	2	o f	o	f	of	of		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000044	poetry	poetry	poetry	2	1	BODY	BODY-P000008-W00027	BODY-P000012-W00005	BODY-P000008-W00027 | BODY-P000012-W00005	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	2	and::1 | romantic::1		6	p o e t r y	p	y	po	ry		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000045	preservation	preservation	preservation	1	1	BODY	BODY-P000010-W00009	BODY-P000010-W00009	BODY-P000010-W00009	1. Student and youth intellectual essays promoting language preservation and scientific literacy.	0	0	language::1	and::1	12	p r e s e r v a t i o n	p	n	pr	on		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000046	promoting	promoting	promoting	1	1	BODY	BODY-P000010-W00007	BODY-P000010-W00007	BODY-P000010-W00007	1. Student and youth intellectual essays promoting language preservation and scientific literacy.	0	0	essays::1	language::1	9	p r o m o t i n g	p	g	pr	ng		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000047	published	published	published	1	1	BODY	BODY-P000008-W00008	BODY-P000008-W00008	BODY-P000008-W00008	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	was::1	in::1	9	p u b l i s h e d	p	d	pu	ed		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000048	Pêrist	Pêrist	pêrist	1	1	BODY	BODY-P000004-W00004	BODY-P000004-W00004	BODY-P000004-W00004	Table of Contents / Pêrist	0	1	Contents::1		6	P ê r i s t	P	t	Pê	st		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000049	ROJÎ	ROJÎ	rojî	1	1	BODY	BODY-P000001-W00003	BODY-P000001-W00003	BODY-P000001-W00003	KORPUSA KOVARA ROJÎ KURD (1913) - CIVATA TELEBEYÊ KURDAN (HÊVÎ)	0	0	KOVARA::1	KURD::1	4	R O J Î	R	Î	RO	JÎ	Rojî	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000050	Rojî	Rojî	rojî	1	1	BODY	BODY-P000008-W00001	BODY-P000008-W00001	BODY-P000008-W00001	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	1	0		Kurd::1	4	R o j î	R	î	Ro	jî	ROJÎ	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000051	romantic	romantic	romantic	1	1	BODY	BODY-P000012-W00004	BODY-P000012-W00004	BODY-P000012-W00004	3. National and romantic poetry.	0	0	and::1	poetry::1	8	r o m a n t i c	r	c	ro	ic		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000052	scientific	scientific	scientific	1	1	BODY	BODY-P000010-W00011	BODY-P000010-W00011	BODY-P000010-W00011	1. Student and youth intellectual essays promoting language preservation and scientific literacy.	0	0	and::1	literacy::1	10	s c i e n t i f i c	s	c	sc	ic		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000053	Sorani	Sorani	sorani	2	1	BODY	BODY-P000008-W00023	BODY-P000011-W00009	BODY-P000008-W00023 | BODY-P000011-W00009	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	and::2	Kurdish::1 | texts::1	6	S o r a n i	S	i	So	ni		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000054	Stembolê	Stembolê	stembolê	1	1	BODY	BODY-P000002-W00005	BODY-P000002-W00005	BODY-P000002-W00005	Kovara Xwendekarên Kurd li Stembolê (1913) | Çapa M. Emîn Bozarslan	0	0	li::1	1913::1	8	S t e m b o l ê	S	ê	St	lê		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000055	Student	Student	student	2	1	BODY	BODY-P000008-W00016	BODY-P000010-W00002	BODY-P000008-W00016 | BODY-P000010-W00002	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	Kurdish::1 | 1::1	Association::1 | and::1	7	S t u d e n t	S	t	St	nt		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000056	Sun	Sun	sun	1	1	BODY	BODY-P000008-W00005	BODY-P000008-W00005	BODY-P000008-W00005	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	Kurdish::1	Day::1	3	S u n	S	n	Su	un		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000057	Table	Table	table	1	1	BODY	BODY-P000004-W00001	BODY-P000004-W00001	BODY-P000004-W00001	Table of Contents / Pêrist	1	0		of::1	5	T a b l e	T	e	Ta	le		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000058	Taybetmendiyên	Taybetmendiyên	taybetmendiyên	1	1	BODY	BODY-P000009-W00002	BODY-P000009-W00002	BODY-P000009-W00002	2. Taybetmendiyên Zimanî û Çavkanî	0	0	2::1	Zimanî::1	14	T a y b e t m e n d i y ê n	T	n	Ta	ên		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000059	TELEBEYÊ	TELEBEYÊ	telebeyê	1	1	BODY	BODY-P000001-W00007	BODY-P000001-W00007	BODY-P000001-W00007	KORPUSA KOVARA ROJÎ KURD (1913) - CIVATA TELEBEYÊ KURDAN (HÊVÎ)	0	0	CIVATA::1	KURDAN::1	8	T E L E B E Y Ê	T	Ê	TE	YÊ		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000060	texts	texts	texts	1	1	BODY	BODY-P000011-W00010	BODY-P000011-W00010	BODY-P000011-W00010	2. Early comparative dialectology featuring both Kurmanji and Sorani texts.	0	1	Sorani::1		5	t e x t s	t	s	te	ts		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000061	The	The	the	1	1	BODY	BODY-P000008-W00003	BODY-P000008-W00003	BODY-P000008-W00003	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	Kurd::1	Kurdish::1	3	T h e	T	e	Th	he	the	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000062	the	the	the	1	1	BODY	BODY-P000008-W00014	BODY-P000008-W00014	BODY-P000008-W00014	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	by::1	Kurdish::1	3	t h e	t	e	th	he	The	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000063	was	was	was	1	1	BODY	BODY-P000008-W00007	BODY-P000008-W00007	BODY-P000008-W00007	Rojî Kurd (The Kurdish Sun/Day) was published in 1913 in Istanbul by the Kurdish Student Association Hêvî (Hope), featuring Kurmanji and Sorani Kurdish articles and poetry.	0	0	Day::1	published::1	3	w a s	w	s	wa	as		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000064	Xwendekarên	Xwendekarên	xwendekarên	1	1	BODY	BODY-P000002-W00002	BODY-P000002-W00002	BODY-P000002-W00002	Kovara Xwendekarên Kurd li Stembolê (1913) | Çapa M. Emîn Bozarslan	0	0	Kovara::1	Kurd::1	11	X w e n d e k a r ê n	X	n	Xw	ên		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000065	youth	youth	youth	1	1	BODY	BODY-P000010-W00004	BODY-P000010-W00004	BODY-P000010-W00004	1. Student and youth intellectual essays promoting language preservation and scientific literacy.	0	0	and::1	intellectual::1	5	y o u t h	y	h	yo	th		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
