entry_id	surface_form	nfc_search_key	casefold_search_key	frequency	document_part_count	document_parts	first_locator	last_locator	sample_locators	first_context	container_initial_count	container_final_count	top_left_neighbors	top_right_neighbors	unicode_char_length	exact_character_sequence	first_char	last_char	first_two_chars	last_two_chars	casefold_surface_relatives	semantic_status	interpretive_status	corpus_scope_status	notes
W000026	EVDAL	EVDAL	evdal	1	1	BODY	BODY-P000001-W00008	BODY-P000001-W00008	BODY-P000001-W00008	KORPUSA FOLKLORA KURMANCA (1936) - HECÎYÊ CINDÎ & EMÎNÊ EVDAL	0	1	EMÎNÊ::1		5	E V D A L	E	L	EV	AL	Evdal	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000027	Evdal	Evdal	evdal	1	1	BODY	BODY-P000008-W00013	BODY-P000008-W00013	BODY-P000008-W00013	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	0	0	Emînê::1	is::1	5	E v d a l	E	l	Ev	al	EVDAL	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000028	fairy	fairy	fairy	1	1	BODY	BODY-P000008-W00024	BODY-P000008-W00024	BODY-P000008-W00024	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	0	0	kilams::1	tales::1	5	f a i r y	f	y	fa	ry		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000029	folk	folk	folk	2	1	BODY	BODY-P000008-W00028	BODY-P000010-W00004	BODY-P000008-W00028 | BODY-P000010-W00004	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	0	0	and::1 | oral::1	dialogues::1 | register::1	4	f o l k	f	k	fo	lk		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000030	FOLKLORA	FOLKLORA	folklora	1	1	BODY	BODY-P000001-W00002	BODY-P000001-W00002	BODY-P000001-W00002	KORPUSA FOLKLORA KURMANCA (1936) - HECÎYÊ CINDÎ & EMÎNÊ EVDAL	0	0	KORPUSA::1	KURMANCA::1	8	F O L K L O R A	F	A	FO	RA	Folklora	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000031	Folklora	Folklora	folklora	1	1	BODY	BODY-P000008-W00001	BODY-P000008-W00001	BODY-P000008-W00001	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	1	0		Kurmanca::1	8	F o l k l o r a	F	a	Fo	ra	FOLKLORA	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000032	folklore	folklore	folklore	1	1	BODY	BODY-P000008-W00019	BODY-P000008-W00019	BODY-P000008-W00019	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	0	0	Kurdish::1	collection::1	8	f o l k l o r e	f	e	fo	re		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000033	formulaic	formulaic	formulaic	1	1	BODY	BODY-P000011-W00007	BODY-P000011-W00007	BODY-P000011-W00007	2. Rich inventory of traditional oral formulaic structures, epics (Kela Dimdim, Memê Alan), and proverbs.	0	0	oral::1	structures::1	9	f o r m u l a i c	f	c	fo	ic		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000034	Heciyê	Heciyê	heciyê	1	1	BODY	BODY-P000008-W00009	BODY-P000008-W00009	BODY-P000008-W00009	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	0	0	by::1	Cindî::1	6	H e c i y ê	H	ê	He	yê		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000035	HECÎYÊ	HECÎYÊ	hecîyê	1	1	BODY	BODY-P000001-W00005	BODY-P000001-W00005	BODY-P000001-W00005	KORPUSA FOLKLORA KURMANCA (1936) - HECÎYÊ CINDÎ & EMÎNÊ EVDAL	0	0	1936::1	CINDÎ::1	6	H E C Î Y Ê	H	Ê	HE	YÊ		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000036	inventory	inventory	inventory	1	1	BODY	BODY-P000011-W00003	BODY-P000011-W00003	BODY-P000011-W00003	2. Rich inventory of traditional oral formulaic structures, epics (Kela Dimdim, Memê Alan), and proverbs.	0	0	Rich::1	of::1	9	i n v e n t o r y	i	y	in	ry		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000037	is	is	is	1	1	BODY	BODY-P000008-W00014	BODY-P000008-W00014	BODY-P000008-W00014	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	0	0	Evdal::1	the::1	2	i s	i	s	is	is		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000038	Kela	Kela	kela	1	1	BODY	BODY-P000011-W00010	BODY-P000011-W00010	BODY-P000011-W00010	2. Rich inventory of traditional oral formulaic structures, epics (Kela Dimdim, Memê Alan), and proverbs.	0	0	epics::1	Dimdim::1	4	K e l a	K	a	Ke	la		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000039	kilams	kilams	kilams	1	1	BODY	BODY-P000008-W00023	BODY-P000008-W00023	BODY-P000008-W00023	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	0	0	epics::1	fairy::1	6	k i l a m s	k	s	ki	ms		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000040	Koleksiyona	Koleksiyona	koleksiyona	1	1	BODY	BODY-P000002-W00001	BODY-P000002-W00001	BODY-P000002-W00001	Koleksiyona Dîrokî ya Zargotina Kurdên Rewanê / Êrîvanê (Ermenistan - Yekîtiya Sovyetê)	1	0		Dîrokî::1	11	K o l e k s i y o n a	K	a	Ko	na		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000041	KORPUSA	KORPUSA	korpusa	1	1	BODY	BODY-P000001-W00001	BODY-P000001-W00001	BODY-P000001-W00001	KORPUSA FOLKLORA KURMANCA (1936) - HECÎYÊ CINDÎ & EMÎNÊ EVDAL	1	0		FOLKLORA::1	7	K O R P U S A	K	A	KO	SA	Korpusa	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000042	Korpusa	Korpusa	korpusa	1	1	BODY	BODY-P000007-W00005	BODY-P000007-W00005	BODY-P000007-W00005	1. Danasîn û Naveroka Korpusa Dîrokî	0	0	Naveroka::1	Dîrokî::1	7	K o r p u s a	K	a	Ko	sa	KORPUSA	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000043	Kurdish	Kurdish	kurdish	2	1	BODY	BODY-P000008-W00018	BODY-P000012-W00009	BODY-P000008-W00018 | BODY-P000012-W00009	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	0	0	Soviet::2	folklore::1 | linguistic::1	7	K u r d i s h	K	h	Ku	sh		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000044	Kurdên	Kurdên	kurdên	1	1	BODY	BODY-P000002-W00005	BODY-P000002-W00005	BODY-P000002-W00005	Koleksiyona Dîrokî ya Zargotina Kurdên Rewanê / Êrîvanê (Ermenistan - Yekîtiya Sovyetê)	0	0	Zargotina::1	Rewanê::1	6	K u r d ê n	K	n	Ku	ên		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000045	KURMANCA	KURMANCA	kurmanca	1	1	BODY	BODY-P000001-W00003	BODY-P000001-W00003	BODY-P000001-W00003	KORPUSA FOLKLORA KURMANCA (1936) - HECÎYÊ CINDÎ & EMÎNÊ EVDAL	0	0	FOLKLORA::1	1936::1	8	K U R M A N C A	K	A	KU	CA	Kurmanca	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000046	Kurmanca	Kurmanca	kurmanca	1	1	BODY	BODY-P000008-W00002	BODY-P000008-W00002	BODY-P000008-W00002	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	0	0	Folklora::1	Yerevan::1	8	K u r m a n c a	K	a	Ku	ca	KURMANCA	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000047	Kurmanji	Kurmanji	kurmanji	1	1	BODY	BODY-P000010-W00009	BODY-P000010-W00009	BODY-P000010-W00009	1. Authentic oral folk register of Caucasus/Serhed Kurmanji.	0	1	Serhed::1		8	K u r m a n j i	K	i	Ku	ji		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000048	lexical	lexical	lexical	1	1	BODY	BODY-P000012-W00005	BODY-P000012-W00005	BODY-P000012-W00005	3. Distinctive phonological and lexical traits of Soviet Kurdish linguistic traditions.	0	0	and::1	traits::1	7	l e x i c a l	l	l	le	al		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000049	linguistic	linguistic	linguistic	1	1	BODY	BODY-P000012-W00010	BODY-P000012-W00010	BODY-P000012-W00010	3. Distinctive phonological and lexical traits of Soviet Kurdish linguistic traditions.	0	0	Kurdish::1	traditions::1	10	l i n g u i s t i c	l	c	li	ic		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000050	Memê	Memê	memê	1	1	BODY	BODY-P000011-W00012	BODY-P000011-W00012	BODY-P000011-W00012	2. Rich inventory of traditional oral formulaic structures, epics (Kela Dimdim, Memê Alan), and proverbs.	0	0	Dimdim::1	Alan::1	4	M e m ê	M	ê	Me	mê		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000051	monumental	monumental	monumental	1	1	BODY	BODY-P000008-W00016	BODY-P000008-W00016	BODY-P000008-W00016	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	0	0	the::1	Soviet::1	10	m o n u m e n t a l	m	l	mo	al		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000052	Naveroka	Naveroka	naveroka	1	1	BODY	BODY-P000007-W00004	BODY-P000007-W00004	BODY-P000007-W00004	1. Danasîn û Naveroka Korpusa Dîrokî	0	0	û::1	Korpusa::1	8	N a v e r o k a	N	a	Na	ka		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000053	of	of	of	4	1	BODY	BODY-P000004-W00002	BODY-P000012-W00007	BODY-P000004-W00002 | BODY-P000010-W00006 | BODY-P000011-W00004 | BODY-P000012-W00007	Table of Contents / Pêrist	0	0	Table::1 | register::1 | inventory::1 | traits::1	Contents::1 | Caucasus::1 | traditional::1 | Soviet::1	2	o f	o	f	of	of		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000054	oral	oral	oral	2	1	BODY	BODY-P000010-W00003	BODY-P000011-W00006	BODY-P000010-W00003 | BODY-P000011-W00006	1. Authentic oral folk register of Caucasus/Serhed Kurmanji.	0	0	Authentic::1 | traditional::1	folk::1 | formulaic::1	4	o r a l	o	l	or	al		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000055	pages	pages	pages	1	1	BODY	BODY-P000008-W00006	BODY-P000008-W00006	BODY-P000008-W00006	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	0	0	670::1	compiled::1	5	p a g e s	p	s	pa	es		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000056	phonological	phonological	phonological	1	1	BODY	BODY-P000012-W00003	BODY-P000012-W00003	BODY-P000012-W00003	3. Distinctive phonological and lexical traits of Soviet Kurdish linguistic traditions.	0	0	Distinctive::1	and::1	12	p h o n o l o g i c a l	p	l	ph	al		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000057	proverbs	proverbs	proverbs	2	1	BODY	BODY-P000008-W00026	BODY-P000011-W00015	BODY-P000008-W00026 | BODY-P000011-W00015	Folklora Kurmanca (Yerevan, 1936, 670 pages) compiled by Heciyê Cindî and Emînê Evdal is the monumental Soviet Kurdish folklore collection containing epics, kilams, fairy tales, proverbs, and folk dialogues.	0	1	tales::1 | and::1	and::1	8	p r o v e r b s	p	s	pr	bs		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000058	Pêrist	Pêrist	pêrist	1	1	BODY	BODY-P000004-W00004	BODY-P000004-W00004	BODY-P000004-W00004	Table of Contents / Pêrist	0	1	Contents::1		6	P ê r i s t	P	t	Pê	st		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000059	register	register	register	1	1	BODY	BODY-P000010-W00005	BODY-P000010-W00005	BODY-P000010-W00005	1. Authentic oral folk register of Caucasus/Serhed Kurmanji.	0	0	folk::1	of::1	8	r e g i s t e r	r	r	re	er		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000060	Rewanê	Rewanê	rewanê	1	1	BODY	BODY-P000002-W00006	BODY-P000002-W00006	BODY-P000002-W00006	Koleksiyona Dîrokî ya Zargotina Kurdên Rewanê / Êrîvanê (Ermenistan - Yekîtiya Sovyetê)	0	0	Kurdên::1	Êrîvanê::1	6	R e w a n ê	R	ê	Re	nê		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
