raw_token_id	raw_token	frequency	nfc_search_key	casefold_search_key	unicode_char_length	semantic_status	interpretive_status
R000047	10.	1	10.	10.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000048	11	1	11	11	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000049	11.	1	11.	11.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000050	12	1	12	12	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000051	12.	1	12.	12.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000052	13	1	13	13	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000053	13.	1	13.	13.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000054	14	1	14	14	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000055	14.	1	14.	14.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000056	15	1	15	15	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000057	15.	1	15.	15.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000058	16	1	16	16	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000059	16.	1	16.	16.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000060	1692	2	1692	1692	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000061	16an-17an	2	16an-17an	16an-17an	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000062	16an-17an)	1	16an-17an)	16an-17an)	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000063	17	1	17	17	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000064	17.	1	17.	17.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000065	17an	2	17an	17an	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000066	17an)	1	17an)	17an)	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000067	18	1	18	18	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000068	18.	1	18.	18.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000069	18an	2	18an	18an	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000070	18an)	1	18an)	18an)	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000071	19	1	19	19	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000072	19.	1	19.	19.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000073	1930	2	1930	1930	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000074	1932	2	1932	1932	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000075	1945-1984	2	1945-1984	1945-1984	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000076	1956	2	1956	1956	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000077	1959	4	1959	1959	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000078	1960an	1	1960an	1960an	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000079	1966	2	1966	1966	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000080	1969	2	1969	1969	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000081	1985	2	1985	1985	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000082	1986	2	1986	1986	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000083	1987	2	1987	1987	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000084	1989	2	1989	1989	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000085	1991	2	1991	1991	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000086	1992	4	1992	1992	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000087	1993	2	1993	1993	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000088	1994	2	1994	1994	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000089	1995	2	1995	1995	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000090	1996	2	1996	1996	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000091	1997	2	1997	1997	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000092	1998	4	1998	1998	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000093	1999	4	1999	1999	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000094	2	2	2	2	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000095	2.	1	2.	2.	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000096	20	1	20	20	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000097	20.	1	20.	20.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000098	2001-2003	2	2001-2003	2001-2003	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000099	2004	2	2004	2004	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000100	2005	2	2005	2005	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000101	2007	4	2007	2007	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000102	2008	4	2008	2008	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000103	2011	4	2011	2011	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000104	2012	2	2012	2012	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000105	2013	2	2013	2013	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000106	2014	6	2014	2014	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000107	2016	2	2016	2016	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000108	2017	2	2017	2017	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000109	2020'AN)	1	2020'AN)	2020'an)	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000110	2020an	1	2020an	2020an	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000111	2020AN)	2	2020AN)	2020an)	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000112	21	1	21	21	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000113	21.	1	21.	21.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000114	22	1	22	22	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000115	22.	1	22.	22.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000116	23	1	23	23	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000117	23.	1	23.	23.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000118	24	1	24	24	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000119	24.	1	24.	24.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000120	25	1	25	25	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000121	25.	1	25.	25.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000122	26	1	26	26	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000123	26.	1	26.	26.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000124	27	1	27	27	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000125	27.	1	27.	27.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000126	28	1	28	28	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000127	28.	1	28.	28.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000128	29	1	29	29	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000129	29.	1	29.	29.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000130	3	2	3	3	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000131	3.	1	3.	3.	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000132	30	1	30	30	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000133	30.	1	30.	30.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000134	31	1	31	31	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000135	31.	1	31.	31.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000136	32	1	32	32	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000137	32.	1	32.	32.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000138	33	3	33	33	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000139	33.	1	33.	33.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000140	34	1	34	34	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000141	34.	1	34.	34.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000142	35	1	35	35	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000143	35.	1	35.	35.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000144	36	1	36	36	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000145	36.	1	36.	36.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000146	37	1	37	37	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000147	37.	1	37.	37.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000148	38	1	38	38	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000149	38.	1	38.	38.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000150	39	1	39	39	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000151	39.	1	39.	39.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000152	4	2	4	4	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000153	4.	1	4.	4.	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000154	40	1	40	40	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000155	40.	1	40.	40.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000156	41	1	41	41	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000157	41.	1	41.	41.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000158	42	1	42	42	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000159	42.	1	42.	42.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000160	43	1	43	43	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000161	43.	1	43.	43.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000162	44	3	44	44	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000163	44.	1	44.	44.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000164	5	2	5	5	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000165	5.	1	5.	5.	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000166	6	2	6	6	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000167	6.	1	6.	6.	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000168	7	2	7	7	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000169	7.	1	7.	7.	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000170	8	10	8	8	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000171	8.	1	8.	8.	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000172	9	1	9	9	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000173	9.	1	9.	9.	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000174	A	2	A	a	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000175	a	24	a	a	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000176	alfabeya	1	alfabeya	alfabeya	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000177	aloz	1	aloz	aloz	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000178	alozî	1	alozî	alozî	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000179	Alî	4	Alî	alî	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000180	analîz	1	analîz	analîz	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000181	ANALÎZA	1	ANALÎZA	analîza	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000182	Analîza	1	Analîza	analîza	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000183	anî	1	anî	anî	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000184	Apo	2	Apo	apo	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000185	ARIÎVA	1	ARIÎVA	ariîva	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000186	avis	2	avis	avis	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000187	azadî,	1	azadî,	azadî,	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000188	Bahoz	2	Bahoz	bahoz	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000189	bajarê	1	bajarê	bajarê	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000190	balê	1	balê	balê	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000191	Bateyî	2	Bateyî	bateyî	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000192	Bavê	2	Bavê	bavê	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000193	Bedir-Xan	2	Bedir-Xan	bedir-xan	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000194	Bedirxan	3	Bedirxan	bedirxan	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000195	Bedirxan.	1	Bedirxan.	bedirxan.	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000196	Bedirxaniyan.	1	Bedirxaniyan.	bedirxaniyan.	13	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000197	Beg	1	Beg	beg	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000198	belavbûyî	1	belavbûyî	belavbûyî	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000199	ber	5	ber	ber	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000200	Berfireh	2	Berfireh	berfireh	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000201	Berg)	2	Berg)	berg)	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000202	Berhema	3	Berhema	berhema	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000203	Berheman	1	Berheman	berheman	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000204	berhemdar	1	berhemdar	berhemdar	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000205	berhemê	1	berhemê	berhemê	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000206	Berhemê:	44	Berhemê:	berhemê:	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000207	BERHEMÊN	1	BERHEMÊN	berhemên	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000208	Berhemên	2	Berhemên	berhemên	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000209	berhemên	1	berhemên	berhemên	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000210	Beriya	1	Beriya	beriya	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000211	berxwedan	2	berxwedan	berxwedan	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000212	berxwedana	2	berxwedana	berxwedana	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000213	berçav	1	berçav	berçav	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000214	Bextewar	2	Bextewar	bextewar	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000215	Bextewer	2	Bextewer	bextewer	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000216	bi	4	bi	bi	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000217	bihêz	1	bihêz	bihêz	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000218	bikujim	2	bikujim	bikujim	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000219	Bingeha	1	Bingeha	bingeha	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000220	bingeha	2	bingeha	bingeha	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000221	birîn	1	birîn	birîn	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000222	birînên	1	birînên	birînên	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000223	Bêdengiya	2	Bêdengiya	bêdengiya	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000224	Bîra	2	Bîra	bîra	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000225	Bîranîn	1	Bîranîn	bîranîn	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000226	bîranîn	1	bîranîn	bîranîn	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000227	bîranîn,	1	bîranîn,	bîranîn,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000228	Bû	2	Bû	bû	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000229	Celadet	6	Celadet	celadet	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000230	Cewerî	21	Cewerî	cewerî	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000231	Cigerxwîn	5	Cigerxwîn	cigerxwîn	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000232	Cinsê	44	Cinsê	cinsê	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000233	civaka	1	civaka	civaka	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000234	civakên	1	civakên	civakên	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000235	civakî	7	civakî	civakî	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000236	civata	1	civata	civata	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000237	ciwanên	1	ciwanên	ciwanên	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000238	Cizîrî	4	Cizîrî	cizîrî	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000239	Contents	2	Contents	contents	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000240	danî.	1	danî.	danî.	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000241	darek	2	darek	darek	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000242	darvekirinê	1	darvekirinê	darvekirinê	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000243	dawî	3	dawî	dawî	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000244	de	3	de	de	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000245	de.	6	de.	de.	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
