raw_token_id	raw_token	frequency	nfc_search_key	casefold_search_key	unicode_char_length	semantic_status	interpretive_status
R000055	Latin	2	Latin	latin	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000056	Latînî	1	Latînî	latînî	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000057	linguistic	1	linguistic	linguistic	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000058	literary	1	literary	literary	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000059	literature	1	literature	literature	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000060	literature,	1	literature,	literature,	11	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000061	modern	1	modern	modern	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000062	monument	1	monument	monument	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000063	Naveroka	1	Naveroka	naveroka	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000064	noun	1	noun	noun	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000065	of	3	of	of	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000066	on	1	on	on	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000067	orthography.	1	orthography.	orthography.	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000068	poetry,	1	poetry,	poetry,	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000069	political	1	political	political	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000070	Pêrist	1	Pêrist	pêrist	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000071	Rich	1	Rich	rich	4	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000072	short	1	short	short	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000073	standardized	1	standardized	standardized	12	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000074	stories,	1	stories,	stories,	8	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000075	systematic	1	systematic	systematic	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000076	Table	1	Table	table	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000077	Taybetmendiyên	1	Taybetmendiyên	taybetmendiyên	14	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000078	the	2	the	the	3	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000079	translated	1	translated	translated	10	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000080	treatises	1	treatises	treatises	9	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000081	verbal	1	verbal	verbal	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000082	world	1	world	world	5	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000083	ya	2	ya	ya	2	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000084	Zimanî	1	Zimanî	zimanî	6	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000085	|	1	|	|	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000086	Çavkanî	1	Çavkanî	çavkanî	7	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
R000087	û	2	û	û	1	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED
