entry_id	surface_form	nfc_search_key	casefold_search_key	frequency	document_part_count	document_parts	first_locator	last_locator	sample_locators	first_context	container_initial_count	container_final_count	top_left_neighbors	top_right_neighbors	unicode_char_length	exact_character_sequence	first_char	last_char	first_two_chars	last_two_chars	casefold_surface_relatives	semantic_status	interpretive_status	corpus_scope_status	notes
W000011	1684'tür	1684'tür	1684'tür	1	1	BODY	BODY-P000080-W00029	BODY-P000080-W00029	BODY-P000080-W00029	da MEM Ü ZIN gibi manzumdur. Her bölümünün başın­ da da okuma, çalışma, doğruluk ve bunlara benzer sos­ yal konular hakkında bir öğüt yazmıştır. Bu eserin yazılış tarihi 1684'tür.	0	1	tarihi::1		8	1 6 8 4 ' t ü r	1	r	16	ür		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000012	1690	1690	1690	1	1	BODY	BODY-P000078-W00022	BODY-P000078-W00022	BODY-P000078-W00022	heseri MEM ü ZİN'dir. Ozan bu kitabı 1695 yılında ta­ mamlamıştır. Hangi tarihte bu eseri yazmaya başladığı hakkında lıiçbir belge yoktur. 1690 yılında başladığı söy­ lenmektedir.	0	0	yoktur::1	yılında::1	4	1 6 9 0	1	0	16	90		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000013	1690'1	1690'1	1690'1	1	1	BODY	BODY-P000068-W00015	BODY-P000068-W00015	BODY-P000068-W00015	mam kıriye. Der heqe destpekırına weda tu wesiqe tun­ nın. Te gotın ku sala 1690'1 dest bı nıvisina we kıriye, NÜBARA BIÇÜKAN ji pırtılkeki wiye hejaye. Ev pırtılk Ferhenga Erebi-Kurdiye, ew ji wek MEM ü ZİN'e	0	0	sala::1	dest::1	6	1 6 9 0 ' 1	1	1	16	'1		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000014	1692	1692	1692	1	1	BODY	BODY-P000001-W00008	BODY-P000001-W00008	BODY-P000001-W00008	KORPUSA DESTANA MEM Û ZÎN - EHMEDÊ XANÎ (1692)	0	1	XANÎ::1		4	1 6 9 2	1	2	16	92		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000015	1695	1695	1695	1	1	BODY	BODY-P000078-W00008	BODY-P000078-W00008	BODY-P000078-W00008	heseri MEM ü ZİN'dir. Ozan bu kitabı 1695 yılında ta­ mamlamıştır. Hangi tarihte bu eseri yazmaya başladığı hakkında lıiçbir belge yoktur. 1690 yılında başladığı söy­ lenmektedir.	0	0	kitabı::1	yılında::1	4	1 6 9 5	1	5	16	95		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000016	1695'an	1695'an	1695'an	1	1	BODY	BODY-P000067-W00029	BODY-P000067-W00029	BODY-P000067-W00029	Xani jı bejeye Kurdira xızmeteki pır heja kıriye iı. gelek şe'r iı. eseren qedırbılınd diyari kıriye. Şahesere ese­ red wi MEM ü ZİN'e. Hozan ve pırtiı.ke sala 1695'an te­	0	0	sala::1	te::1	7	1 6 9 5 ' a n	1	n	16	an		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000017	1919	1919	1919	1	1	BODY	BODY-P000058-W00009	BODY-P000058-W00009	BODY-P000058-W00009	.•• MEM Ü ZiN bundan önce üç defa basılmıştır: 1919 yılında İstanbul'da Arap harfleriyle. 2 - 1958 yılında Şam'da Arap harfleriyle.	0	0	basılmıştır::1	yılında::1	4	1 9 1 9	1	9	19	19		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000018	1919'wan	1919'wan	1919'wan	1	1	BODY	BODY-P000050-W00003	BODY-P000050-W00003	BODY-P000050-W00003	1 - Sala 1919'wan lı Stenbol'e, bı herfen Erebi. - Sala 1958'an lı Şam'e bı herfen Erebi. - Sala 1962'wan lı Moskowa'ye bı herfen Latini. Jı bıl vi, gışte pırtfıke bı zare Rusi fı çend	0	0	Sala::1	lı::1	8	1 9 1 9 ' w a n	1	n	19	an		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000019	1958	1958	1958	1	1	BODY	BODY-P000058-W00015	BODY-P000058-W00015	BODY-P000058-W00015	.•• MEM Ü ZiN bundan önce üç defa basılmıştır: 1919 yılında İstanbul'da Arap harfleriyle. 2 - 1958 yılında Şam'da Arap harfleriyle.	0	0	2::1	yılında::1	4	1 9 5 8	1	8	19	58		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000020	1958'an	1958'an	1958'an	1	1	BODY	BODY-P000050-W00010	BODY-P000050-W00010	BODY-P000050-W00010	1 - Sala 1919'wan lı Stenbol'e, bı herfen Erebi. - Sala 1958'an lı Şam'e bı herfen Erebi. - Sala 1962'wan lı Moskowa'ye bı herfen Latini. Jı bıl vi, gışte pırtfıke bı zare Rusi fı çend	0	0	Sala::1	lı::1	7	1 9 5 8 ' a n	1	n	19	an		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000021	1962	1962	1962	1	1	BODY	BODY-P000059-W00002	BODY-P000059-W00002	BODY-P000059-W00002	3 - 1962 yılında Moskova'da Latin harfleriyle. Bundan başka kitabın tamamı Rusça'ya, bazı bölüm- leri de Almanca'ya çevirilmiştir. Hemen hemen	0	0	3::1	yılında::1	4	1 9 6 2	1	2	19	62		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000022	1962'wan	1962'wan	1962'wan	1	1	BODY	BODY-P000050-W00017	BODY-P000050-W00017	BODY-P000050-W00017	1 - Sala 1919'wan lı Stenbol'e, bı herfen Erebi. - Sala 1958'an lı Şam'e bı herfen Erebi. - Sala 1962'wan lı Moskowa'ye bı herfen Latini. Jı bıl vi, gışte pırtfıke bı zare Rusi fı çend	0	0	Sala::1	lı::1	8	1 9 6 2 ' w a n	1	n	19	an		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000023	1968	1968	1968	5	1	BODY	BODY-P000002-W00015	BODY-P000064-W00018	BODY-P000002-W00015 | BODY-P000010-W00010 | BODY-P000010-W00019 | BODY-P000057-W00016 | BODY-P000064-W00018	Metna Orjînal a Destana Neteweyî ya Kurdî bi Tîpên Latînî (Çapa M. Emîn Bozarslan - 1968)	0	2	10::2 | Bozarslan::1 | STANBUL::1 | İstanbul::1	H1L::1 | Tel::1 | MEMO::1	4	1 9 6 8	1	8	19	68		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000024	1ptal	1ptal	1ptal	1	1	BODY	BODY-P000244-W00004	BODY-P000244-W00004	BODY-P000244-W00004	MEMO Z!N 1ptal etti tüm dinleri ve de kitapları Gösterdi herşeyin kanıt ve nedenini. Baktı ki dünya küfürle dolu,	0	0	N::1	etti::1	5	1 p t a l	1	l	1p	al		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000025	2	2	2	21	1	BODY	BODY-P000058-W00014	BODY-P000317-W00021	BODY-P000058-W00014 | BODY-P000160-W00015 | BODY-P000167-W00014 | BODY-P000211-W00006 | BODY-P000213-W00001 | BODY-P000219-W00017 | BODY-P000226-W00013 | BODY-P000256-W00011 | BODY-P000261-W00016 | BODY-P000273-W00014 | BODY-P000278-W00022 | BODY-P000283-W00022	.•• MEM Ü ZiN bundan önce üç defa basılmıştır: 1919 yılında İstanbul'da Arap harfleriyle. 2 - 1958 yılında Şam'da Arap harfleriyle.	2	6	Tasin::2 | harfleriyle::1 | yedili::1 | gezegenler::1 | zana::1 | i'tibarek::1 | dın::1 | cehennem::1 | clitın::1 | teye::1 | ibaret::1 | bil::1	Her::2 | 1958::1 | Yedili'den::1 | Neqşe::1 | Zana::1 | i'tibarek::1 | Elqisse::1 | Agıre::1 | Yasin::1 | Taha::1 | Peygamberin::1 | Tekrim::1	1	2	2	2	2	2		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000026	20	20	20	2	1	BODY	BODY-P000057-W00014	BODY-P000064-W00016	BODY-P000057-W00014 | BODY-P000064-W00016	herfen Latini fı bı zare Tırki jı mera bfı nesib, em gelek kefxweşın. 20/10/1968 MEMO ZİN	0	0	kefxweşın::1 | sevinçliyiz::1	10::2	2	2 0	2	0	20	20		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000027	22	22	22	1	1	BODY	BODY-P000010-W00021	BODY-P000010-W00021	BODY-P000010-W00021	EHMEDE XANİ Başmusahip Sokak, Tan Ap. No. 6 !STANBUL - 1968 H1L AL MATBAAC IL IK KOLL . ŞTİ. - İstanbul - 1968 - Tel.: 22 91 73	0	0	Tel::1	91::1	2	2 2	2	2	22	22		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000028	3	3	3	11	1	BODY	BODY-P000059-W00001	BODY-P000318-W00001	BODY-P000059-W00001 | BODY-P000182-W00016 | BODY-P000207-W00014 | BODY-P000273-W00029 | BODY-P000280-W00001 | BODY-P000284-W00013 | BODY-P000288-W00008 | BODY-P000304-W00006 | BODY-P000309-W00008 | BODY-P000313-W00018 | BODY-P000318-W00001	3 - 1962 yılında Moskova'da Latin harfleriyle. Bundan başka kitabın tamamı Rusça'ya, bazı bölüm- leri de Almanca'ya çevirilmiştir. Hemen hemen	3	2	Meczup::1 | F::1 | xwar::1 | andiçti::1 | bilinmemektedir::1 | me::1 | kır::1 | bizlere::1	1962::1 | ş::1 | Bı::1 | Yüz::1 | Hayatına::1 | Gava::1 | Xilafet::1 | üysa::1 | Şu::1	1	3	3	3	3	3		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000029	4	4	4	1	1	BODY	BODY-P000318-W00018	BODY-P000318-W00018	BODY-P000318-W00018	(3) Şu ayete işarettir: «Allah, inanıp iyilik eden kullannı yer­ _yüzünde kendine vekil yapacağına süz verdi ... F. : 4 MEM Ü ZIN	0	0	F::1	MEM::1	1	4	4	4	4	4		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000030	5ahı	5ahı	5ahı	1	1	BODY	BODY-P000246-W00017	BODY-P000246-W00017	BODY-P000246-W00017	Fağfur da kaseden içişinden iki büklümdü. Kayser kendi kusuruyla kısa kalmıştı, Derhal gözüyle gören oldu. Arap 5ahı bayrağı kaldırınca	0	0	Arap::1	bayrağı::1	4	5 a h ı	5	ı	5a	hı		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000031	6	6	6	1	1	BODY	BODY-P000010-W00008	BODY-P000010-W00008	BODY-P000010-W00008	EHMEDE XANİ Başmusahip Sokak, Tan Ap. No. 6 !STANBUL - 1968 H1L AL MATBAAC IL IK KOLL . ŞTİ. - İstanbul - 1968 - Tel.: 22 91 73	0	0	No::1	STANBUL::1	1	6	6	6	6	6		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000032	68	68	68	1	1	BODY	BODY-P000061-W00003	BODY-P000061-W00003	BODY-P000061-W00003	İSLAM ANSİKLOPEDİSİ'nin 68. fasikül 1113. sayfasında kitabın adı ve yazarının bi­ yografisi kısaca geçmektedir. Bu kitabı çevirmekte ve yayınlamaktaki	0	0	ANSİKLOPEDİSİ'nin::1	fasikül::1	2	6 8	6	8	68	68		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000033	68'an	68'an	68'an	1	1	BODY	BODY-P000054-W00001	BODY-P000054-W00001	BODY-P000054-W00001	68'an, rfıpela 1113'anda derbaz dı be . ... Amanca me jı wergerandın u belavkırına ve pırtfıka: heja eve ku, em ve pırtfıka nemıra kılasiki jı xwendeva­	1	0		rfıpela::1	5	6 8 ' a n	6	n	68	an		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000034	73	73	73	1	1	BODY	BODY-P000010-W00023	BODY-P000010-W00023	BODY-P000010-W00023	EHMEDE XANİ Başmusahip Sokak, Tan Ap. No. 6 !STANBUL - 1968 H1L AL MATBAAC IL IK KOLL . ŞTİ. - İstanbul - 1968 - Tel.: 22 91 73	0	1	91::1		2	7 3	7	3	73	73		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000035	91	91	91	1	1	BODY	BODY-P000010-W00022	BODY-P000010-W00022	BODY-P000010-W00022	EHMEDE XANİ Başmusahip Sokak, Tan Ap. No. 6 !STANBUL - 1968 H1L AL MATBAAC IL IK KOLL . ŞTİ. - İstanbul - 1968 - Tel.: 22 91 73	0	0	22::1	73::1	2	9 1	9	1	91	91		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000036	A	A	a	2	1	BODY	BODY-P000053-W00018	BODY-P000065-W00002	BODY-P000053-W00018 | BODY-P000065-W00002	we te kırın. Lı welate me nave we fı jinenigariya nıvisa­ re we bı kurti dı ANSİKLOPEDİY A, İSLAM, fasikula	0	0	ANSİKLOPEDİY::1 | JİNENİGARİY::1	İSLAM::1 | XANİ::1	1	A	A	A	A	A	a	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000037	a	a	a	4	1	BODY	BODY-P000002-W00003	BODY-P000356-W00006	BODY-P000002-W00003 | BODY-P000176-W00013 | BODY-P000332-W00025 | BODY-P000356-W00006	Metna Orjînal a Destana Neteweyî ya Kurdî bi Tîpên Latînî (Çapa M. Emîn Bozarslan - 1968)	0	0	Orjînal::1 | ku::1 | ̱::1 | u::1	Destana::1 | ve::1 | giha::1 | beri::1	1	a	a	a	a	a	A	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000038	Abidlerin	Abidlerin	abidlerin	1	1	BODY	BODY-P000267-W00005	BODY-P000267-W00005	BODY-P000267-W00005	Bilginierin hepsi peygamber gibidir, Abidlerin hepsi evliyalar gibidir. Onun büyük sahabelerinin tek bir ferdi, Gavurlardan beşyüz yiğit sayılır.	0	0	gibidir::1	hepsi::1	9	A b i d l e r i n	A	n	Ab	in		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000039	Abıd	Abıd	abıd	1	1	BODY	BODY-P000258-W00010	BODY-P000258-W00010	BODY-P000258-W00010	Şerla wi sirate mıstewi kır Alım hemi şıbhe enbiyane Abıd hemi pekve ewliyane Ferdek jı sehabeyed-ı Kubber	0	0	enbiyane::1	hemi::1	4	A b ı d	A	d	Ab	ıd		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000040	Acaba	Acaba	acaba	2	1	BODY	BODY-P000200-W00001	BODY-P000337-W00016	BODY-P000200-W00001 | BODY-P000337-W00016	Acaba o canı sen neden sevdin? Gizlice İdris'e verdiğin ders, Onu kutsal makamlara götürecekti elbet. Zavallı günahsız Şeytan,	1	0	talihsizliğimiz::1	o::1 | zevale::1	5	A c a b a	A	a	Ac	ba		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000041	Acem	Acem	acem	1	1	BODY	BODY-P000247-W00001	BODY-P000247-W00001	BODY-P000247-W00001	Acem Kisra'sını da iki büklüm yaptı. .. Şaşılacak şey Rumlardan, Habeşlerden, Frenk ve Tatarlardan, Dini kabul etmeyen kimselerin, Çaresiz çoğu kılıçla yok oldular.	1	0		Kisra'sını::1	4	A c e m	A	m	Ac	em		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000042	acep	acep	acep	1	1	BODY	BODY-P000338-W00015	BODY-P000338-W00015	BODY-P000338-W00015	Yoksa hep böyle olduğu yerde mi kalacak, Son devir gelip çatıncaya dek? Mümkün mü acep felek çarkından, Bizim için de çıksın bir yıldız,	0	0	mü::1	felek::1	4	a c e p	a	p	ac	ep		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000043	acır	acır	acır	1	1	BODY	BODY-P000347-W00023	BODY-P000347-W00023	BODY-P000347-W00023	Bu denli revaçsız ve şüpheli kalmazdı, -N e kadar safi ve temiz olsalar da, Altın ve gümüş sikkeyle .değer kazanırlar- Biz öksüzlere. acır,	0	1	öksüzlere::1		4	a c ı r	a	r	ac	ır		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000044	addır	addır	addır	1	1	BODY	BODY-P000283-W00015	BODY-P000283-W00015	BODY-P000283-W00015	Ben ne diyeyim; ey Şehinşah! Seni Allahın sözleri övdükten sonra? Şahım! Senin için güzel addır «Yasin» (1) Taha! Senin tılsımındır «Tasin» (2)	0	0	güzel::1	Yasin::1	5	a d d ı r	a	r	ad	ır		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000045	ade	ade	ade	1	1	BODY	BODY-P000322-W00010	BODY-P000322-W00010	BODY-P000322-W00010	... Qet xirete ey penahe alem ! Qet laiqe, Ey şıvane ade m ! Ev gurge !erne bed, serencam	0	0	şıvane::1	m::1	3	a d e	a	e	ad	de		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000046	Adem	Adem	adem	9	1	BODY	BODY-P000114-W00013	BODY-P000309-W00005	BODY-P000114-W00013 | BODY-P000128-W00011 | BODY-P000190-W00019 | BODY-P000223-W00014 | BODY-P000224-W00005 | BODY-P000232-W00014 | BODY-P000256-W00006 | BODY-P000265-W00002 | BODY-P000309-W00005	Emre te bı lefze «KUn>> du alem Mewcfıd-ı kırın, xerez çı adem Adem bı xwe yek jı herduwane Yek herfe jı emre «Kun», fekane	0	0	adem::1 | nur::1 | Mabud::1 | aleminbu::1 | kulbfı::1 | için::1 | ibne::1 | Yalnız::1 | Imren::1	bı::2 | jı::1 | kıre::1 | dı::1 | henüz::1 | Biın::1 | oğullarından::1 | qedırbılınd::1	4	A d e m	A	m	Ad	em	adem	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000047	adem	adem	adem	2	1	BODY	BODY-P000112-W00024	BODY-P000114-W00012	BODY-P000112-W00024 | BODY-P000114-W00012	Şem'i, ne jı qısme nur u nari Şemsi, jı eyan tu perdedari! Genci tu dı nev tılisme alem Kenzi tu eyan jı isme adem	0	1	isme::1 | çı::1	Adem::1	4	a d e m	a	m	ad	em	Adem	SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000048	Adem'i	Adem'i	adem'i	1	1	BODY	BODY-P000199-W00015	BODY-P000199-W00015	BODY-P000199-W00015	V e hizmetçi bile olsa efendileştirirsin. Ey tapınılan Allah! Sen, sana secde etmeden önce Adem'i kıblegah yaptın, ona secde ettirdin. Nasıl ulaştırdın yücelere lsa'yı!	0	0	önce::1	kıblegah::1	6	A d e m ' i	A	i	Ad	'i		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000049	Adem'in	Adem'in	adem'in	1	1	BODY	BODY-P000233-W00016	BODY-P000233-W00016	BODY-P000233-W00016	O, bütün alemler için rahmetti. Bütün cüz'lerin ve küllerin Peygamberiyken o, Henüz su ve çamurdu Adem'in kendisi. Allahın güzelliğinin o penceresi,	0	0	çamurdu::1	kendisi::1	7	A d e m ' i n	A	n	Ad	in		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000050	ademi-yfı	ademi-yfı	ademi-yfı	1	1	BODY	BODY-P000113-W00004	BODY-P000113-W00004	BODY-P000113-W00004	Ev alem u ademi-yfı meşhfıd Ev mımkun u masiwaye mewcfıd Hemyan bı teye ınıdare u debr Feyyaze riyaze xelqe wel-emr!	0	0	u::1	meşhfıd::1	9	a d e m i - y f ı	a	ı	ad	fı		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
W000051	ademine	ademine	ademine	1	1	BODY	BODY-P000129-W00004	BODY-P000129-W00004	BODY-P000129-W00004	Ew tabıe new'e ademine Ev renge felek hemi mıezzem Ev çende melek hemi mıkerrem Ev karigeha ezim u dewwar	0	0	new'e::1	Ev::1	7	a d e m i n e	a	e	ad	ne		SEMANTIC VALUE UNRESOLVED	INTERPRETATION UNREVIEWED	CORPUS-SCOPE UNREVIEWED	
